id,source,category,text,content_type,is_time_sensitive,has_missing_values,structured_fields,potential_duplicate,duplicate_group,chunk_id,text_length,word_count
031,GRA_Tax_Clearance_Certificate,compliance,"Tax Clearance Certificate (TCC) in Ghana. A TCC is issued by GRA as evidence that a taxpayer is compliant with their tax obligations — all returns are filed and all taxes are paid or a payment plan is in place. When is a TCC required? For government procurement contracts above a threshold. For renewal of business licences with various government agencies. For applications to the Public Procurement Authority. For obtaining licences from Bank of Ghana, Securities Exchange Commission and other regulators. For some visa and travel applications. For import and export licences. For settlement of deceased estates. How to obtain a TCC: Ensure all outstanding returns are filed and taxes paid. Apply online at the GRA portal or in person at your tax office. GRA verifies compliance across all tax types (income tax, PAYE, VAT, WHT). A TCC is usually valid for one year. A taxpayer with an agreed installment plan may still qualify for a TCC — GRA has discretion. Fake TCCs: GRA has an online verification tool to check the authenticity of a TCC. Any person who obtains or uses a fake TCC commits an offence.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,031,1106,188
032,GRA_Penalties_Interest_Guide,penalties,"Penalties and Interest for Non-Compliance in Ghana. Late filing penalty: For individuals and companies — GHS 500 per month for each month of default (verify current rate as amendments apply). Late payment penalty: 10% of the tax due. Interest on outstanding tax: Simple interest at the Bank of Ghana monetary policy rate plus 5% per annum. Failure to register for a tax type: GHS 5,000 for companies, GHS 1,000 for individuals (approximate — verify). Failure to keep records: up to GHS 1,000 per offence. Obstruction of a GRA officer: criminal offence. Tax evasion (intentional non-disclosure or fraud): criminal prosecution, imprisonment up to 5 years, and a penalty up to 3 times the tax evaded. Failure to withhold: personal liability for the undeducted amount plus penalties. Using a false TIN: criminal offence. Understatement of income: additional assessment plus 50% penalty on the understatement. GRA may remit penalties in cases of genuine hardship — taxpayers can apply in writing. Where there is an amnesty programme (which GRA has periodically announced), penalties and interest may be waived subject to conditions.",formal,True,False,"{'tax_rates_mentioned': ['50', '10', '5'], 'ghs_amounts_mentioned': ['5,000', '500', '1,000'], 'is_qa_format': False, 'has_step_instructions': False}",False,,032,1127,177
033,GRA_Penalty_Waiver_Application,penalties,"How to Apply for Penalty Waiver or Interest Remission. GRA may consider waiving penalties and interest in genuine cases of hardship or error. To apply: Step 1: Ensure all outstanding tax principal (actual tax owed) is paid first or a payment plan is agreed — GRA will not waive penalties on unpaid principal. Step 2: Write a formal letter to the Commissioner of the relevant division (Domestic Tax, Customs etc.) stating the reasons for the waiver request, the circumstances leading to non-compliance, and any supporting documents. Step 3: Attach evidence of payment of the principal tax. Step 4: Submit the letter and documents at the relevant GRA office or through your relationship manager if you have one. Step 5: GRA will review and communicate a decision in writing. Waiver applications are discretionary — there is no guarantee. Factors that help: first-time non-compliance, genuine financial difficulty, natural disaster or emergency, death of the taxpayer/director, or a GRA error. Factors that hurt: history of repeated non-compliance, deliberate evasion, or failure to cooperate with GRA.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': True}",False,,033,1099,172
034,GRA_DTA_Overview,double_taxation,"Double Taxation Agreements (DTAs) entered into by Ghana. A DTA is a bilateral tax treaty that prevents the same income being taxed twice — once in Ghana and once in the country of the other party. Countries with which Ghana has ratified DTAs include: United Kingdom, France, Germany, Belgium, Netherlands, Italy, South Africa, Switzerland, Czech Republic, Mauritius, Singapore, Denmark, Norway, Sweden, and others (verify current list at gra.gov.gh as new DTAs are periodically ratified). DTAs typically cover: reduced withholding tax rates on dividends, interest and royalties, determination of tax residency for individuals and companies (tie-breaker rules), elimination or credit of double taxation on employment income, treatment of business profits of a permanent establishment. For example, under the Ghana-UK DTA, the WHT rate on dividends may be reduced from the domestic 8% to a lower treaty rate where the beneficial owner meets certain conditions. How to claim DTA relief in Ghana: Apply to GRA in writing with evidence of tax residency in the treaty country and the relevant DTA article. GRA may issue a certificate allowing the withholder to apply the reduced treaty rate. Anti-avoidance: GRA may challenge DTA claims where there is abuse of treaty provisions (treaty shopping).",formal,True,False,"{'tax_rates_mentioned': ['8'], 'is_qa_format': False, 'has_step_instructions': False}",False,,034,1291,198
035,GRA_DTA_Individual_Guide,double_taxation,"DTAs and Individuals Working in Ghana or Abroad. Ghanaian resident working abroad: A Ghanaian tax resident (one who spends more than 183 days in Ghana in a year or is domiciled in Ghana) is taxable on worldwide income. Income earned from employment abroad is taxable in Ghana. If the country where work is performed also taxes the income, the taxpayer can claim a foreign tax credit in Ghana for the tax paid abroad, up to the amount of Ghana tax on that income. Foreign national working in Ghana: A non-resident who earns employment income in Ghana is taxed only on Ghana-source income. If the person's home country has a DTA with Ghana and the person spends less than 183 days in Ghana in the relevant period, they may be exempt from Ghana tax on employment income — subject to conditions (employer not resident in Ghana, salary not borne by a Ghana permanent establishment). Directors fees: Always taxable in Ghana regardless of DTA if the company paying is a Ghana company. Short-term assignments: Some DTAs have specific provisions for short-term business visitors. Tax residency certificates: GRA can issue certificates of Ghana tax residency to Ghanaians for use in treaty partner countries.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,035,1198,200
036,GRA_Tax_Appeals_Process,appeals,"How to Appeal a GRA Tax Assessment in Ghana. If you disagree with a tax assessment raised by GRA, you have a right of appeal. Process: Step 1: Within 30 days of receiving the assessment notice, lodge an Objection in writing with the Commissioner who issued the assessment. State clearly why you dispute the assessment and provide supporting evidence. Step 2: The Commissioner reviews the objection and issues a determination. Step 3: If dissatisfied with the determination, appeal to the Revenue Appeals Board within 30 days of the determination. The Revenue Appeals Board is an independent tribunal. Step 4: From the Revenue Appeals Board, further appeal lies to the High Court on points of law within 30 days. Step 5: Further appeal to the Court of Appeal and Supreme Court follows normal court procedures. Requirement to pay disputed tax: You are generally required to pay the undisputed portion of the assessment. GRA may agree to suspend payment of the disputed portion pending the outcome of the appeal if the taxpayer provides security. Failure to pay the undisputed portion while appealing may result in enforcement action. Alternative Dispute Resolution: GRA has an internal ADR mechanism — taxpayers can request ADR as an alternative to formal appeals.",formal,False,False,"{'deadlines': [{'type': 'timeframe', 'value': '30 days'}, {'type': 'timeframe', 'value': '30 days'}, {'type': 'timeframe', 'value': '30 days'}], 'is_qa_format': False, 'has_step_instructions': True}",False,,036,1262,205
037,GRA_Record_Keeping_Requirements,compliance,"Record Keeping Requirements Under Ghana Tax Law. Section 140 of the Income Tax Act 2015 (Act 896) requires taxpayers to keep records necessary to determine their tax liability. Records must be kept for a minimum of 6 years from the date of filing of the relevant return or from the date the tax was payable, whichever is later. What records to keep: Invoices issued and received. Bank statements. Cash books / petty cash records. Payroll records and P9 forms. Contracts and agreements. Import and export documents. Capital asset purchase and disposal records. Loan agreements. Correspondence with GRA. VAT records including VAT invoices and return copies. Records may be kept in electronic form provided they are accessible, legible and can be produced to GRA on demand. An inadequate record keeping system does not prevent GRA from raising an estimated assessment based on best of judgment. Destruction of records before the 6-year period without GRA consent is an offence. Audited financial statements (for companies required to have them) should be retained indefinitely.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,037,1074,170
038,GRA_Tax_Audit_Process,compliance,"GRA Tax Audit Procedures. GRA conducts audits on taxpayers to verify accuracy of tax returns. Types of audits: Desk audit: review of returns and documents submitted without visiting the taxpayer. Field audit: GRA officers visit the taxpayer's premises. Comprehensive audit: covers all tax types for a given period. Issue-specific audit: focuses on a particular area (e.g. VAT input claims, transfer pricing). Notice of audit: GRA usually gives written notice before a field audit. Taxpayer rights during audit: The right to request the identity of the audit team. The right to have a representative (tax consultant, accountant or lawyer) present. The right to respond to proposed adjustments before a final assessment is issued. The right of appeal against the final assessment. After the audit: GRA issues an audit report. If adjustments are proposed, a preliminary findings letter is sent to the taxpayer. The taxpayer has 30 days to respond. GRA then issues a final amended assessment. Transfer pricing audit: Large companies with related party transactions may be subject to a dedicated TP audit — Ghana has Transfer Pricing Regulations 2020 requiring arm's length pricing and mandatory documentation.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,038,1205,186
039,GRA_Transfer_Pricing_Overview,transfer_pricing,"Transfer Pricing Rules in Ghana. Transfer Pricing (TP) refers to the pricing of transactions between related parties (e.g. parent and subsidiary companies, associated enterprises). Ghana's TP Regulations were issued in 2012 and updated by the Transfer Pricing Regulations 2020 (L.I. 2,412). Key requirements: All controlled transactions (between related parties) must be priced at arm's length — i.e. at the price that would be charged between unrelated parties. Companies with controlled transactions must prepare and maintain contemporaneous TP documentation. Master file: for large multinational groups. Local file: for each Ghana entity with related party transactions. Country-by-Country Report (CbCR): for ultimate parent entities of multinational groups with consolidated revenue above USD 850 million. Safe harbours: Some small taxpayers may qualify for simplified TP treatment. Penalties for TP non-compliance: Up to GHS 15,000 for failure to submit documentation, plus adjustments and interest on underpaid tax. The Commissioner-General may make a TP adjustment if controlled transactions are not at arm's length. Advance Pricing Agreements: GRA has a provision for APAs (bilateral or unilateral) to provide certainty on TP treatment in advance.",formal,True,False,"{'ghs_amounts_mentioned': ['15,000'], 'is_qa_format': False, 'has_step_instructions': False}",False,,039,1255,177
040,GRA_Digital_Economy_Tax,digital_economy,"Taxation of the Digital Economy in Ghana. GRA has increasingly focused on taxing income from digital and e-commerce activities. Ghanaian residents earning income from digital platforms (YouTube, TikTok, freelancing platforms like Upwork and Fiverr, social media influencing, online tutoring, cryptocurrency trading) are taxable on such income under the Income Tax Act 2015 (Act 896). E-levy: Ghana introduced an Electronic Transfer Levy (E-Levy) of 1% on electronic money transfers above a daily threshold — however this levy has been subject to policy changes; verify current status at gra.gov.gh. Non-resident digital service providers: Companies providing digital services to Ghanaian consumers without a physical presence in Ghana may have an obligation to register for VAT under the reverse charge mechanism. Cryptocurrency: Gains from sale of crypto assets may be subject to CGT at 15%. Income from crypto mining or staking may be subject to income tax. GRA is developing specific guidance on crypto taxation. GRA can access data from mobile money providers, banks and payment platforms to identify unreported digital income. Taxpayers engaged in digital commerce are advised to maintain clear records of all income received.",formal,True,False,"{'tax_rates_mentioned': ['1', '15'], 'is_qa_format': False, 'has_step_instructions': False}",False,,040,1231,183
041,GRA_PAYE_Employer_Obligations,paye,"Employer PAYE Obligations in Full Detail. An employer in Ghana must: 1. Register as an employer with GRA within 30 days of commencing business or hiring the first employee. 2. Obtain and complete a PAYE registration form. 3. Deduct PAYE from each employee's gross salary every month using the correct graduated rates. 4. Deduct the employee's SSNIT contribution (5.5% of gross salary) and remit it to SSNIT (not GRA). 5. Make the employer's SSNIT contribution (13% of gross salary) to SSNIT. 6. Remit the deducted PAYE to GRA by the 15th of the following month. 7. File a monthly PAYE return (Form R1) showing each employee, their salary, PAYE deducted. 8. At year-end (December or the end of the employment year) issue a P9 form (End of Year Certificate) to each employee by 31 January. 9. File an annual PAYE reconciliation return with GRA by 31 March. New employees: Obtain a Tax Deduction Card from the employee (issued by GRA). If the employee has no card, apply 5% withholding on employment income until a card is obtained. Termination: On termination of employment, final PAYE settlement must be made. Redundancy payments are taxable to the extent they exceed a quarter of total terminal emoluments.",formal,False,False,"{'tax_rates_mentioned': ['13', '5.5', '5'], 'deadlines': [{'type': 'deadline', 'value': '15th of'}, {'type': 'timeframe', 'value': '30 days'}], 'is_qa_format': False, 'has_step_instructions': False}",False,,041,1206,203
042,GRA_Rental_Income_Tax_Guide,rental_income,"Tax on Rental Income in Ghana. Landlords who rent out property in Ghana are subject to tax on rental income. For individual landlords: The tenant (if a company or government institution) must withhold 8% WHT on rent payments and remit to GRA. This 8% is a final tax — the landlord does not need to include the rental income in an annual return provided WHT has been correctly deducted. If the tenant is an individual (not a company), no WHT is deducted. The landlord must declare the rental income in their annual tax return and pay income tax at the graduated individual rates. For companies renting out property: The 8% WHT deducted by the tenant is a creditable tax (not final). The company includes rental income in its CIT return and credits the WHT against its CIT liability. Advance rent: If rent is paid in advance for multiple years (common in Ghana), the landlord is taxed on the full advance amount received. Best practice is to spread recognition over the rental period. Property owners are advised to register their rental properties with GRA. GRA has been conducting rental income compliance exercises, especially in residential areas of Accra, Kumasi, Tema and Takoradi.",formal,False,False,"{'tax_rates_mentioned': ['8'], 'is_qa_format': False, 'has_step_instructions': False}",False,,042,1185,201
043,GRA_Agriculture_Tax_Exemptions,sector_specific,"Tax Incentives and Exemptions for Agriculture in Ghana. Ghana has deliberately offered tax incentives to encourage agricultural investment. Corporate tax exemptions: Companies engaged in farming, animal husbandry and fishing are exempt from income tax for the first 5 years. After the exemption period, a reduced CIT rate of 20% applies. Tree crops (cocoa, rubber, palm) benefit from longer exemption periods — first 10 years. Export of non-traditional agricultural products qualifies for a reduced 8% CIT rate. VAT exemptions: Unprocessed foodstuffs locally grown or caught are VAT-exempt. Agricultural inputs — seeds, fertilisers, pesticides, and agricultural machinery imported for farming — are VAT-exempt or attract 0% VAT. PAYE: Agricultural workers on large farms are subject to normal PAYE rules if employed formally. Smallholder farmers are generally not required to file returns unless income exceeds taxable thresholds. GRA works with COCOBOD (for cocoa farmers) to administer any applicable taxes at the farm gate level. Note: Processing of agricultural products (milling, canning, cooking oil production) may not qualify for the agricultural exemption — this is treated as manufacturing.",formal,False,False,"{'tax_rates_mentioned': ['20', '8', '0'], 'is_qa_format': False, 'has_step_instructions': False}",False,,043,1200,174
044,GRA_Free_Zone_Tax_Benefits,sector_specific,"Ghana Free Zones and Tax Benefits. Free Zone enterprises registered under the Ghana Free Zones Authority (GFZA) enjoy significant tax incentives. CIT exemption: 0% tax for the first 10 years of operation. After 10 years: 15% CIT rate (vs 25% standard). Import duty exemption: No import duties on raw materials, equipment, machinery, spare parts and other inputs used in free zone production. VAT exemption: Sales from Free Zone enterprises to other Free Zone enterprises or for export are exempt from VAT. WHT: Dividends paid to foreign investors in Free Zones are exempt from WHT. Conditions for Free Zone benefits: The enterprise must export at least 70% of its goods or services. Domestic sales (to the non-free zone economy) are limited to 30% and subject to normal customs duty and VAT on that portion. The enterprise must maintain separate accounts for free zone and non-free zone activities. GFZA and GRA jointly monitor compliance. Any violation of the 70% export requirement can result in withdrawal of free zone status and back-assessment of taxes.",formal,False,False,"{'tax_rates_mentioned': ['25', '30', '70', '15', '0'], 'is_qa_format': False, 'has_step_instructions': False}",False,,044,1058,171
045,GRA_Petroleum_Tax_Overview,sector_specific,Petroleum Tax Regime in Ghana. Ghana discovered oil in commercial quantities in 2007 (Jubilee field) and oil production began in 2010. The petroleum tax regime is governed by the Petroleum (Exploration and Production) Act 2016 (Act 919) and the Petroleum Income Tax Act (PITA). Key tax elements for oil and gas companies: CIT: 35% on petroleum income (ring-fenced per field/petroleum agreement). Royalties: paid to the Government as a production share (typically 5% to 12.5% of gross production depending on the field agreement). Additional Oil Entitlement (AOE): triggered when the contractor's after-tax rate of return exceeds a certain threshold — the Government takes additional oil. Carried interest: The Government (through GNPC) carries a participating interest in petroleum operations. Capital allowances: Exploration costs are capitalised and amortised; development costs allowances vary. Surface rentals: Annual fees per block. Training obligations: Foreign companies must train Ghanaian employees. Local content requirements: Governed separately by the Local Content Regulations. GNPC (Ghana National Petroleum Corporation) is the national oil company and partner in all petroleum agreements. GRA works with the Ministry of Energy and GNPC to administer petroleum taxes.,formal,True,False,"{'tax_rates_mentioned': ['12.5', '5', '35'], 'is_qa_format': False, 'has_step_instructions': False}",False,,045,1281,182
046,GRA_Tax_Education_Leaflet_1,tax_education,"Why Taxes Matter in Ghana — A GRA Message. Taxes are the lifeblood of Ghana's development. When you pay your taxes, you contribute to: Building and maintaining roads, bridges, schools and hospitals. Paying salaries of teachers, nurses, doctors, police officers and soldiers. Providing social protection to the poor and vulnerable. Funding national security and public safety. Servicing Ghana's public debt. Over 80% of Ghana's domestic revenue comes from taxes collected by GRA. Ghana uses a self-assessment system for most taxes — this means the taxpayer calculates their own tax and files returns voluntarily. GRA's role is to educate taxpayers, facilitate compliance, and enforce the law against those who deliberately evade tax. Tax avoidance (legal minimisation of tax using lawful means) is different from tax evasion (illegal non-disclosure or fraud). Avoidance is legal; evasion is a crime. GRA encourages voluntary compliance and provides multiple channels to pay and file including mobile money, online portal, and GRA offices across Ghana. Ghana's national slogan for tax: Paying Tax is Paying for Ghana.",formal,False,False,"{'tax_rates_mentioned': ['80'], 'is_qa_format': False, 'has_step_instructions': False}",False,,046,1115,169
047,GRA_NHIL_GETFUND_COVID_Levy,levies,Mandatory Levies Charged Alongside VAT in Ghana. Ghana Health Insurance Levy (NHIL): 2.5% charged on all standard-rated VAT supplies. The NHIL is used to fund the National Health Insurance Scheme (NHIS) administered by NHIA. Ghana Education Trust Fund Levy (GETFund Levy): 2.5% charged on all standard-rated VAT supplies. The GETFund Levy funds the Ghana Education Trust Fund which supports education infrastructure. COVID-19 Health Recovery Levy: 1% introduced in 2021 to help recover from the pandemic's economic impact. This levy applies on VAT-taxable supplies. Note: as at the last update these levies are charged separately from VAT on the tax invoice but collected and remitted alongside VAT by the VAT-registered supplier. Total rate on standard-rated supplies = 15% VAT + 2.5% NHIL + 2.5% GETFund + 1% COVID Levy = 21% (exclusive basis). Actual effective rate on a price-inclusive basis is approximately 21.9%. The levies are calculated on the same base as VAT (the taxable value of the supply). All these levies are remitted to GRA as part of the monthly VAT return. No input credit is available for NHIL and GETFund levies (unlike VAT where input credit is available).,formal,True,False,"{'tax_rates_mentioned': ['21.9', '15', '21', '2.5', '1'], 'is_qa_format': False, 'has_step_instructions': False}",False,,047,1179,189
048,GRA_GhIPSS_MoMo_Payment_Guide,payment,"How to Pay Taxes Using Mobile Money and Other Methods in Ghana. GRA has integrated multiple payment channels to make tax payment convenient. Mobile Money: You can pay taxes directly from your MTN Mobile Money, Vodafone Cash, or AirtelTigo Money account. Use the GRA short code or visit the GRA payment page on the mobile money app. The payment reference number from your GRA return is required. GhIPSS Instant Pay: Bank-to-bank online transfers via the GhIPSS platform. Bank payment: Visit any of the designated commercial banks with your GRA payment slip and make a cash or cheque deposit into the GRA account. GRA portal payment: Log into taxpayerportal.gra.gov.gh, complete the return, and pay by debit/credit card or Mobile Money from the portal. GRA has also installed Point of Sale (POS) terminals at some GRA offices. Please note: always keep your payment receipt and confirmation as proof of payment. If there is a discrepancy between your payment and the GRA system, you will need the payment reference number to trace it. For large payments, RTGS (Real Time Gross Settlement) bank transfer is recommended. Payments by cash are accepted at GRA offices. All payments must reference your TIN and the relevant return period.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,048,1230,201
049,GRA_Installment_Payment_Plan,payment,"Installment Payment Arrangement for Outstanding Taxes. If you have a large tax debt you cannot pay immediately, GRA may agree to an installment payment plan (also called a payment arrangement or tax payment agreement). How to apply: Step 1: Contact your GRA district office or relationship manager and declare your tax debt. Step 2: Provide evidence of your current financial position — bank statements, income statement, cash flow projection. Step 3: Propose a realistic installment schedule (e.g. monthly payments over 6 to 12 months). Step 4: GRA reviews and may negotiate the terms. Step 5: Once agreed, the installment plan is formalised in writing. You must honour the plan — failure to keep up with payments may result in GRA terminating the plan and enforcing the full debt. Interest: Interest typically continues to accrue on the outstanding balance during the installment period unless waived as part of the arrangement. GRA may require a director's guarantee or other security for large debts. Having an agreed installment plan may help qualify for a Tax Clearance Certificate. This is subject to GRA discretion.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': True}",False,,049,1123,180
050,GRA_Offences_Prosecution,penalties,Tax Offences and Prosecution Under Ghana Tax Law. The Revenue Administration Act 2016 (Act 915) and the Income Tax Act 2015 (Act 896) provide for criminal offences relating to tax. Offences include: Wilful failure to file a return. Making a false or misleading statement in a return. Wilful evasion of tax. Obstruction of a GRA officer. Failure to maintain records. Providing false information to obtain a TIN or registration. Using a false TIN. Assisting another person to evade tax. Penalties: Fines and/or imprisonment up to 3 to 5 years depending on the offence. Civil penalties (money fines) are separate from criminal prosecution — both can apply. GRA has a Tax Investigation Division that investigates suspected tax fraud. Serious cases are referred to the Attorney General for prosecution. GRA may also share information with the Financial Intelligence Centre (FIC) where tax evasion is linked to money laundering. Whistleblowers: The Whistleblower Act 2006 (Act 720) provides protection and rewards for persons who report tax evasion or fraud to GRA. Rewards can be up to 10% of the recovered tax. Reports can be made to GRA in confidence.,formal,True,False,"{'tax_rates_mentioned': ['10'], 'is_qa_format': False, 'has_step_instructions': False}",False,,050,1148,185
051,GRA_Office_Locations_Contact,gra_services,"GRA Office Locations and Contact Details. GRA Head Office: Starlets 91 Road, Opposite Accra Sports Stadium, Accra. Postal address: P.O. Box 2,202, Accra. Helpline: 0800-900-110 (toll-free). Email: info@gra.gov.gh. Website: gra.gov.gh. Taxpayer Portal: taxpayerportal.gra.gov.gh. Regional Offices: Greater Accra: Accra Main, Tema, Adabraka, Kaneshie, Madina, Teshie-Nungua, Accra New Town, Adenta, Airport, Lapaz, Nsawam, Dodowa. Ashanti: Kumasi Main, Oforikrom, Suame, Adum, Bantama, Asokwa, Manhyia, Ejisu, Mampong. Western: Takoradi, Sekondi, Tarkwa, Axim. Central: Cape Coast, Winneba, Mankessim, Swedru. Eastern: Koforidua, Nkawkaw, Suhum, Kade. Volta: Ho, Aflao, Hohoe, Keta. Northern: Tamale Main, Sagnarigu, Savelugu. Upper East: Bolgatanga, Bawku, Navrongo. Upper West: Wa, Jirapa. Oti, Savannah, North East, Bono, Bono East, Ahafo regions: GRA has offices at the regional capital in each region. Large Taxpayer Office (LTO): Located at Accra Main, handles taxpayers with annual turnover above a set threshold. Port offices: GRA Customs has offices at Tema Port, Takoradi Port, Kotoka International Airport, and land border crossings.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,051,1142,152
052,GRA_Expatriate_Tax_Guide,expatriate_tax,"Tax Guide for Expatriates in Ghana. An expatriate is a non-Ghanaian national working in Ghana. Tax residency: An expatriate becomes a tax resident of Ghana if they are present in Ghana for 183 days or more in any 12-month period. Resident expatriates are taxed on their Ghana-source income. Employment income: Salaries and wages earned from work performed in Ghana are taxable in Ghana regardless of where the salary is paid. Salary paid offshore to avoid Ghana PAYE is still taxable — the Ghana employer or the non-resident employer with a PE in Ghana must still operate PAYE. Benefits in kind: Housing, vehicles, school fees and other benefits provided by the employer to an expatriate are included in employment income and taxed accordingly. The taxable value of employer-provided housing is 10% of employment income; employer-provided vehicle is 5%. Relief under DTAs: An expatriate from a country that has a DTA with Ghana may claim exemption from Ghana tax on employment income if they spend less than 183 days in Ghana in the relevant period and their employer is not a Ghana resident and their salary is not borne by a Ghana PE. Work permit holders: All expatriates with work permits should have a TIN. GRA has a dedicated expatriate processing unit.",formal,False,False,"{'tax_rates_mentioned': ['10', '5'], 'is_qa_format': False, 'has_step_instructions': False}",False,,052,1258,210
053,GRA_Social_Enterprise_Tax,ngo_tax,"Tax Treatment of Social Enterprises and Hybrid Organisations. Ghana's tax law distinguishes between: Charitable organisations (pure non-profit, applying for exemption): May obtain income tax exemption under Section 97 of the Income Tax Act. Social enterprises (hybrid organisations combining commercial activity with social purpose): Generally not automatically exempt — commercial income is taxable even if profits are reinvested for social purposes. Religious bodies: Churches, mosques and religious organisations are generally exempt from income tax on tithes, offerings and donations received as part of religious activities. However, commercial activities of religious organisations (schools, hospitals, businesses) are taxable. A religious organisation running a school must pay tax on the school's profits unless the school qualifies for an educational exemption. PAYE: All employees of charities, religious bodies, NGOs and social enterprises are subject to PAYE on their salaries — there is no exemption for employment income. VAT: If a charity or religious body makes taxable supplies above GHS 200,000 it must register for VAT. GRA may request audited accounts of any organisation claiming exempt status.",formal,False,False,"{'ghs_amounts_mentioned': ['200,000'], 'is_qa_format': False, 'has_step_instructions': False}",False,,053,1215,171
054,GRA_Gaming_Betting_Tax,sector_specific,"Tax on Gambling, Betting and Lottery Income in Ghana. Sports betting companies and other gaming operators are required to pay: Corporate Income Tax on their profits at 25%. VAT may apply to certain gaming services — check with GRA. Winnings from lotteries, betting and gaming: Lottery and betting winnings above GHS 3,500 per winning are subject to a 5% withholding tax. The gaming operator deducts the 5% at source before paying out to the winner. This 5% is a final tax — winners do not need to include betting winnings in their income tax return. The gaming operator files a monthly WHT return and remits the 5% deducted to GRA. Endorsement income from brand deals linked to gaming: taxed as employment income or self-employment income depending on the taxpayer's status. Regulation of gaming operators: Licensed by the Gaming Commission of Ghana. GRA and the Gaming Commission share compliance information. Online gaming platforms operating from outside Ghana targeting Ghanaian consumers may be required to register for VAT under reverse charge rules — policy evolving as at 2024.",formal,True,False,"{'tax_rates_mentioned': ['25', '5'], 'ghs_amounts_mentioned': ['3,500'], 'is_qa_format': False, 'has_step_instructions': False}",False,,054,1085,176
055,GRA_Succession_Estate_Tax,estate_tax,"Tax on Deceased Estates in Ghana. When a person dies, their estate (assets and liabilities) does not immediately cease to have tax obligations. The administrator or executor of the estate is responsible for: Filing outstanding tax returns for the deceased up to the date of death. Paying any outstanding taxes of the deceased. Obtaining a Tax Clearance Certificate from GRA (sometimes required by Probate Courts for granting Letters of Administration). Income earned by the estate after the date of death (e.g. rent, interest, dividends) is taxable income of the estate. The administrator must register the estate as a taxpayer with GRA. Estate income is taxed at the individual progressive rates. Inheritance: Ghana does not have a specific inheritance tax or estate duty. The recipient of inherited assets does not pay income tax on the inheritance as such — but any income subsequently generated from inherited assets is taxable. If inherited assets are sold, CGT may apply. Gifts to heirs during the lifetime of the deceased may be subject to gift tax rules. Lawyers handling estate administration are advised to involve a tax professional to ensure proper GRA compliance.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,055,1176,188
056,GRA_User_QA_Common_Questions_1,faq,"Q: I just started a new job. When does my employer start deducting PAYE? A: Your employer should start deducting PAYE from your very first salary. There is no grace period. If your employer is not deducting PAYE, you should remind them of their legal obligation. Q: My salary is GHS 2,000 per month. Do I pay tax? A: With a monthly salary of GHS 2,000 you will pay some income tax depending on your personal reliefs. The first GHS 490 per month is taxed at 0%, and the remaining portions are taxed at graduated rates. Actual PAYE depends on what reliefs you have claimed. Q: I earn tips at a restaurant. Are tips taxable? A: Yes. Tips and gratuities received in the course of employment are part of employment income and subject to PAYE. The employer should include tips in the PAYE calculation. Q: I received a bonus at work. Is that taxed differently? A: No. A bonus is employment income and is taxed at the same graduated PAYE rates as your regular salary in the month it is paid. This may push you into a higher band for that month.",formal,False,False,"{'tax_rates_mentioned': ['0'], 'ghs_amounts_mentioned': ['2,000', '490'], 'is_qa_format': True, 'has_step_instructions': False}",False,,056,1036,192
057,GRA_User_QA_Common_Questions_2,faq,"Q: I work two jobs. How does PAYE work for me? A: You must declare your second income to both employers and to GRA. GRA will issue a Tax Deduction Card specifying the correct rates for each employer. Without disclosure, each employer applies single-income PAYE rates, and at year-end you will likely owe additional tax. Q: I resigned mid-year. Does my new employer start PAYE from scratch? A: Your new employer calculates PAYE on your earnings from them. However your total income tax liability for the year includes income from both jobs. Your previous employer should give you a P9 form showing income earned and PAYE deducted, which you use for your annual reconciliation. Q: I received an income tax return (refund) request letter from GRA. What does that mean? A: GRA may have identified that you have been over-taxed (PAYE deducted exceeded your correct liability) or that you have not been filing returns. If it is a return request it means GRA wants you to file a return. If it is a refund, GRA owes you money. Visit your local GRA office or call 0800-900-110 for clarification.",formal,False,False,"{'is_qa_format': True, 'has_step_instructions': False}",False,,057,1086,188
